"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 성동구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"76","서울특별시 성동구 송정동","72-25","0072","0025","성동리버뷰","58.3200","202412","16","47,950","-","4","개인","개인","2004","동일로43길 21-1","-","중개거래","서울 성동구","25.02.18"
"77","서울특별시 성동구 금호동1가","633","0633","0000","벽산","114.5700","202412","15","155,000","105","20","개인","개인","2001","금호로 100","-","중개거래","서울 성동구","25.02.06"
"78","서울특별시 성동구 금호동1가","633","0633","0000","벽산","84.8200","202412","15","130,000","202","20","개인","개인","2001","금호로 100","-","중개거래","서울 성동구","25.02.27"
"79","서울특별시 성동구 성수동1가","710","0710","0000","강변건영아파트","73.9120","202412","15","190,000","101","11","개인","개인","2002","왕십리로 36","-","중개거래","서울 성동구","25.04.30"
"80","서울특별시 성동구 하왕십리동","1058","1058","0000","극동미라주","84.3300","202412","15","97,400","101","10","개인","개인","2001","난계로 73","-","중개거래","서울 성동구","25.03.05"
"81","서울특별시 성동구 성수동2가","830","0830","0000","강변금호타운","59.6700","202412","15","197,000","102","4","개인","개인","1994","둘레19길 6","-","중개거래","서울 성동구","25.02.24"
"82","서울특별시 성동구 금호동2가","1215","1215","0000","금호자이1차","84.9800","202412","14","156,500","102","19","개인","개인","2012","금호로 117","-","중개거래","서울 성동구","25.04.30"
"83","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","59.5900","202412","14","145,000","-","19","개인","개인","2016","왕십리로 410","20250211","중개거래","서울 성동구","-"
"84","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","59.5900","202412","14","145,000","127","19","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","25.03.26"
"85","서울특별시 성동구 마장동","818","0818","0000","현대","59.9100","202412","14","86,900","102","11","개인","개인","1998","살곶이길 50","-","중개거래","서울 성동구","25.04.17"
"86","서울특별시 성동구 성수동1가","656-234","0656","0234","서울숲대림","84.0150","202412","14","178,000","102","12","개인","개인","2000","뚝섬로 311","-","중개거래","서울 성동구","25.02.19"
"87","서울특별시 성동구 금호동2가","1217","1217","0000","래미안하이리버","84.9900","202412","14","161,000","108","10","개인","개인","2012","금호로 107","-","중개거래","서울 성동구","25.03.28"
"88","서울특별시 성동구 홍익동","53","0053","0000","청계대주파크빌","84.9800","202412","14","85,000","101","12","개인","개인","2005","무학로12길 11","-","중개거래","서울 성동구","25.05.02"
"89","서울특별시 성동구 금호동4가","235","0235","0000","서울숲2차푸르지오","84.7760","202412","14","180,000","208","8","개인","개인","2012","금호로 17","-","중개거래","서울 성동구","25.01.21"
"90","서울특별시 성동구 옥수동","220-1","0220","0001","한남하이츠","149.3900","202412","14","290,000","6","13","개인","개인","1982","독서당로 156","-","중개거래","서울 노원구, 서울 성동구","25.04.30"
"91","서울특별시 성동구 행당동","347","0347","0000","대림e-편한세상","59.9600","202412","14","108,000","105","15","개인","개인","2000","행당로 79","-","중개거래","서울 성동구","25.03.21"
"92","서울특별시 성동구 응봉동","276","0276","0000","서울숲리버그린동아아파트","59.9800","202412","14","113,000","305","6","개인","개인","2003","고산자로4길 34","-","중개거래","서울 성동구","25.03.31"
"93","서울특별시 성동구 행당동","347","0347","0000","대림e-편한세상","59.9600","202412","14","103,500","135","7","개인","개인","2000","행당로 79","-","중개거래","서울 성동구","25.03.31"
"94","서울특별시 성동구 행당동","346","0346","0000","행당한진타운","59.9600","202412","14","111,500","115","6","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","25.02.07"
"95","서울특별시 성동구 금호동4가","800","0800","0000","대우","114.7100","202412","13","142,000","106","1","개인","개인","2001","독서당로 272","-","중개거래","서울 서초구, 서울 성동구","25.02.10"
"96","서울특별시 성동구 성수동2가","835","0835","0000","롯데캐슬파크","81.5670","202412","13","158,700","102","13","개인","법인","2003","성수일로8길 47","-","중개거래","서울 성동구","25.03.11"
"97","서울특별시 성동구 송정동","97","0097","0000","양지쉐르빌아파트","59.0200","202412","13","53,500","-","2","개인","개인","2016","동일로 291","-","중개거래","서울 광진구","25.02.21"
"98","서울특별시 성동구 성수동1가","718","0718","0000","트리마제","140.3099","202412","13","470,000","101","15","개인","개인","2017","왕십리로 16","-","중개거래","서울 강남구, 서울 성동구","25.02.28"
"99","서울특별시 성동구 성수동2가","835","0835","0000","롯데캐슬파크","81.5670","202412","13","163,000","105","15","개인","개인","2003","성수일로8길 47","-","중개거래","서울 성동구","25.01.31"
"100","서울특별시 성동구 옥수동","561","0561","0000","래미안 옥수 리버젠","84.7300","202412","13","199,000","103","13","개인","개인","2012","매봉길 15","-","중개거래","서울 성동구","25.02.03"
"101","서울특별시 성동구 하왕십리동","1066","1066","0000","텐즈힐(1단지)","148.8000","202412","12","220,000","111","10","개인","개인","2015","무학로 33","-","중개거래","서울 성동구","25.08.29"
"102","서울특별시 성동구 사근동","315","0315","0000","한양마이라움","18.3600","202412","12","16,900","-","4","개인","개인","2018","살곶이길 146","-","중개거래","서울 성동구","25.01.22"
"103","서울특별시 성동구 하왕십리동","1061","1061","0000","왕십리풍림아이원","84.4170","202412","12","111,500","105","6","개인","개인","2004","난계로 84","-","중개거래","서울 성동구","25.03.27"
"104","서울특별시 성동구 하왕십리동","1061","1061","0000","왕십리풍림아이원","84.4170","202412","12","111,500","-","6","개인","개인","2004","난계로 84","20250221","중개거래","서울 성동구","-"
"105","서울특별시 성동구 하왕십리동","1052","1052","0000","금호베스트빌","59.7900","202412","12","77,000","106","6","개인","개인","2001","난계로 114-31","-","중개거래","서울 성동구","25.01.23"
"106","서울특별시 성동구 마장동","818","0818","0000","현대","59.9400","202412","11","86,500","102","10","개인","개인","1998","살곶이길 50","-","중개거래","서울 성동구","25.03.04"
"107","서울특별시 성동구 행당동","349","0349","0000","서울숲 한신 더 휴","114.9700","202412","11","150,600","-","16","개인","개인","2003","고산자로 164","20250206","중개거래","서울 성동구","-"
"108","서울특별시 성동구 마장동","818","0818","0000","현대","59.9100","202412","11","88,000","104","22","개인","개인","1998","살곶이길 50","-","중개거래","서울 강동구, 서울 성동구","25.02.19"
"109","서울특별시 성동구 옥수동","561","0561","0000","래미안 옥수 리버젠","59.2500","202412","11","162,000","103","15","개인","개인","2012","매봉길 15","-","중개거래","서울 성동구","25.03.10"
"110","서울특별시 성동구 마장동","818","0818","0000","현대","59.9100","202412","11","88,000","-","22","개인","개인","1998","살곶이길 50","20241213","중개거래","서울 강동구, 서울 성동구","-"
"111","서울특별시 성동구 행당동","349","0349","0000","서울숲 한신 더 휴","114.9700","202412","11","150,600","112","16","개인","개인","2003","고산자로 164","-","중개거래","서울 성동구","25.02.28"
"112","서울특별시 성동구 하왕십리동","1061","1061","0000","왕십리풍림아이원","59.9360","202412","11","102,000","108","6","개인","개인","2004","난계로 84","-","중개거래","서울 성동구","25.03.06"
"113","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","59.9400","202412","11","150,000","111","5","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","25.03.14"
"114","서울특별시 성동구 행당동","346","0346","0000","행당한진타운","59.9600","202412","10","96,000","104","3","개인","개인","2000","행당로 82","-","직거래","-","25.01.08"
"115","서울특별시 성동구 옥수동","191-3","0191","0003","벽산빌라트","159.6300","202412","09","165,000","-","6","개인","개인","1997","한림말길 56","-","직거래","-","25.04.28"
"116","서울특별시 성동구 응봉동","15","0015","0000","대림강변타운","59.7600","202412","09","117,500","103","19","개인","개인","2001","고산자로 160","-","중개거래","서울 성동구","25.02.28"
"117","서울특별시 성동구 행당동","344","0344","0000","신동아","59.9700","202412","09","83,000","8","2","개인","개인","1995","독서당로 441","-","중개거래","서울 성동구","24.12.30"
"118","서울특별시 성동구 옥수동","560","0560","0000","옥수어울림","84.6230","202412","09","177,000","105","14","개인","개인","2011","독서당로40길 37","-","중개거래","서울 성동구, 서울 용산구","25.02.28"
"119","서울특별시 성동구 옥수동","561","0561","0000","래미안 옥수 리버젠","59.2500","202412","09","175,000","106","13","개인","개인","2012","매봉길 15","-","중개거래","서울 성동구","25.03.28"
"120","서울특별시 성동구 하왕십리동","258","0258","0000","벽산","84.9400","202412","09","108,500","107","17","개인","개인","1996","무학로 50","-","중개거래","서울 성동구","24.12.18"
"121","서울특별시 성동구 하왕십리동","258","0258","0000","벽산","114.4600","202412","09","127,000","105","11","개인","개인","1996","무학로 50","-","중개거래","서울 성동구","25.04.04"
"122","서울특별시 성동구 하왕십리동","1052","1052","0000","금호베스트빌","59.7900","202412","09","82,500","106","7","개인","개인","2001","난계로 114-31","-","중개거래","서울 강남구, 서울 성동구","25.02.24"
"123","서울특별시 성동구 도선동","69","0069","0000","삼성쉐르빌","84.7400","202412","09","96,000","101","8","개인","개인","2006","무학로6길 50","-","중개거래","서울 성동구","25.03.27"
"124","서울특별시 성동구 성수동2가","400","0400","0000","강변현대","81.8000","202412","09","240,000","101","14","개인","개인","1994","둘레11길 1","-","중개거래","서울 성동구","25.02.28"
"125","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","59.7800","202412","08","175,000","104","8","개인","개인","2016","매봉길 50","-","중개거래","서울 성동구","25.06.13"
"126","서울특별시 성동구 행당동","347","0347","0000","대림e-편한세상","114.9400","202412","08","150,500","122","9","개인","개인","2000","행당로 79","-","중개거래","서울 성동구","25.02.17"
"127","서울특별시 성동구 마장동","818","0818","0000","현대","84.9100","202412","08","105,500","-","17","개인","개인","1998","살곶이길 50","20250206","중개거래","서울 성동구","-"
"128","서울특별시 성동구 금호동4가","800","0800","0000","대우","59.9700","202412","07","131,000","-","18","개인","개인","2001","독서당로 272","20241212","중개거래","서울 성동구","-"
"129","서울특별시 성동구 성수동2가","442","0442","0000","한신한강","84.9700","202412","07","240,000","101","17","개인","개인","2000","성수이로 3","-","중개거래","서울 성동구, 서울 용산구","25.03.11"
"130","서울특별시 성동구 성수동2가","843","0843","0000","서울숲힐스테이트","42.2200","202412","07","142,000","105","17","개인","개인","2009","성수일로4길 26","-","중개거래","서울 성동구","25.03.06"
"131","서울특별시 성동구 행당동","349","0349","0000","서울숲 한신 더 휴","84.9500","202412","07","138,500","106","14","개인","개인","2003","고산자로 164","-","중개거래","서울 성동구","25.03.14"
"132","서울특별시 성동구 옥수동","561","0561","0000","래미안 옥수 리버젠","84.7300","202412","07","201,000","107","16","개인","개인","2012","매봉길 15","-","중개거래","서울 성동구","25.02.14"
"133","서울특별시 성동구 옥수동","428","0428","0000","극동","142.2600","202412","07","164,000","-","5","개인","개인","1986","독서당로 191","20250107","중개거래","서울 성동구","-"
"134","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","59.8800","202412","07","168,000","-","4","개인","개인","2016","매봉길 50","20250102","중개거래","경기 용인시 수지구","-"
"135","서울특별시 성동구 옥수동","100","0100","0000","옥수하이츠","114.7200","202412","07","229,000","106","4","개인","개인","1998","한림말길 50","-","중개거래","서울 성동구","25.04.04"
"136","서울특별시 성동구 옥수동","428","0428","0000","극동","142.2600","202412","07","164,000","3","5","개인","개인","1986","독서당로 191","-","중개거래","서울 성동구","25.03.18"
"137","서울특별시 성동구 옥수동","561","0561","0000","래미안 옥수 리버젠","59.2500","202412","07","165,000","110","15","개인","개인","2012","매봉길 15","-","중개거래","서울 성동구","25.03.07"
"138","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","59.8800","202412","07","168,000","106","4","개인","개인","2016","매봉길 50","-","중개거래","경기 용인시 수지구","25.02.21"
"139","서울특별시 성동구 금호동4가","800","0800","0000","대우","59.9700","202412","07","131,000","111","18","개인","개인","2001","독서당로 272","-","중개거래","서울 성동구","24.12.16"
"140","서울특별시 성동구 금호동3가","1331","1331","0000","두산","59.9700","202412","07","97,500","107","13","개인","개인","1994","동호로 100","-","중개거래","서울 성동구","25.02.20"
"141","서울특별시 성동구 금호동3가","1662","1662","0000","금호한신","114.7600","202412","07","132,000","102","8","개인","개인","2005","금호산길 27","-","중개거래","서울 성동구","25.02.25"
"142","서울특별시 성동구 하왕십리동","992","0992","0000","무학현대","84.4950","202412","07","89,500","103","10","개인","개인","1996","무학봉길 49","-","중개거래","서울 성동구","25.02.03"
"143","서울특별시 성동구 성수동2가","279-50","0279","0050","성수1차대우아파트","59.4900","202412","06","69,000","-","7","개인","개인","1999","동일로 143","-","중개거래","서울 광진구, 서울 성동구","25.02.27"
