"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 성동구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1249","서울특별시 성동구 금호동1가","1500","1500","0000","금호삼성래미안","59.9500","202509","01","125,000","202","8","개인","개인","2001","독서당로 343","-","중개거래","서울 성동구","25.09.01"
"1250","서울특별시 성동구 금호동1가","1500","1500","0000","금호삼성래미안","59.9500","202509","01","130,000","302","9","개인","개인","2001","독서당로 343","-","중개거래","서울 성동구","25.12.16"
"1251","서울특별시 성동구 금호동2가","1217","1217","0000","래미안하이리버","59.9900","202509","01","173,000","109","20","개인","개인","2012","금호로 107","-","중개거래","서울 서초구, 서울 성동구","26.01.12"
"1252","서울특별시 성동구 금호동2가","1","0001","0000","신금호파크자이","84.9800","202509","01","207,000","102","14","개인","개인","2016","금호로 173","-","중개거래","서울 성동구","25.12.29"
"1253","서울특별시 성동구 금호동1가","1818","1818","0000","신금호두산위브","84.3300","202509","01","124,000","103","11","개인","개인","2006","행당로 27","-","중개거래","서울 성동구","25.10.21"
"1254","서울특별시 성동구 행당동","375","0375","0000","행당두산위브","59.9900","202509","01","144,000","101","8","개인","개인","2009","행당로8길 8","-","중개거래","서울 동작구, 서울 성동구","25.09.19"
"1255","서울특별시 성동구 상왕십리동","811","0811","0000","텐즈힐(2단지)","127.4400","202509","01","200,000","204","15","개인","개인","2014","마장로 137","-","중개거래","서울 성동구","25.11.25"
"1256","서울특별시 성동구 하왕십리동","258","0258","0000","벽산","71.3300","202509","01","115,000","108","11","개인","개인","1996","무학로 50","-","중개거래","서울 성동구","25.12.01"
"1257","서울특별시 성동구 금호동2가","1","0001","0000","신금호파크자이","84.9800","202509","01","205,000","109","6","개인","개인","2016","금호로 173","-","중개거래","서울 강남구, 서울 성동구","25.11.28"
"1258","서울특별시 성동구 금호동4가","800","0800","0000","대우","114.7100","202508","31","186,000","114","6","개인","개인","2001","독서당로 272","-","중개거래","서울 서초구, 서울 성동구","25.12.01"
"1259","서울특별시 성동구 옥수동","558","0558","0000","옥수이테크빌","84.3700","202508","31","119,000","-","10","개인","개인","2002","독서당로40길 27","-","중개거래","서울 성동구","25.12.12"
"1260","서울특별시 성동구 용답동","253","0253","0000","청계SKVIEW","59.8279","202508","31","103,500","102","15","개인","개인","2025","천호대로 244","-","중개거래","서울 동대문구, 서울 성동구","25.11.06"
"1261","서울특별시 성동구 금호동3가","1331","1331","0000","두산","124.9800","202508","31","180,000","-","10","개인","개인","1994","동호로 100","-","중개거래","서울 성동구","-"
"1262","서울특별시 성동구 하왕십리동","1052","1052","0000","금호베스트빌","59.7900","202508","30","90,000","102","13","개인","개인","2001","난계로 114-31","-","중개거래","서울 성동구","25.10.15"
"1263","서울특별시 성동구 금호동1가","1500","1500","0000","금호삼성래미안","59.9500","202508","30","141,000","301","10","개인","개인","2001","독서당로 343","-","중개거래","서울 성동구","25.12.02"
"1264","서울특별시 성동구 금호동1가","633","0633","0000","벽산","84.8200","202508","30","100,000","103","16","개인","개인","2001","금호로 100","-","중개거래","경기 성남시 수정구","25.10.20"
"1265","서울특별시 성동구 금호동1가","633","0633","0000","벽산","84.8200","202508","30","155,000","303","17","개인","개인","2001","금호로 100","-","중개거래","서울 성동구","25.10.24"
"1266","서울특별시 성동구 금호동1가","1823","1823","0000","이편한세상금호파크힐스","59.9490","202508","30","190,000","110","5","개인","개인","2019","금호로 140","-","중개거래","서울 성동구","25.12.29"
"1267","서울특별시 성동구 금호동2가","1217","1217","0000","래미안하이리버","84.9800","202508","30","181,500","106","6","개인","개인","2012","금호로 107","-","중개거래","서울 성동구","25.11.28"
"1268","서울특별시 성동구 옥수동","436","0436","0000","극동그린","114.3200","202508","30","150,000","-","16","개인","개인","1997","독서당로 175","-","중개거래","서울 성동구","-"
"1269","서울특별시 성동구 옥수동","561","0561","0000","래미안 옥수 리버젠","59.9800","202508","30","210,000","105","12","개인","개인","2012","매봉길 15","-","중개거래","서울 성동구","25.12.23"
"1270","서울특별시 성동구 금호동1가","633","0633","0000","벽산","84.8200","202508","30","160,000","-","10","개인","개인","2001","금호로 100","20250924","중개거래","서울 성동구","-"
"1271","서울특별시 성동구 하왕십리동","1066","1066","0000","텐즈힐(1단지)","59.7500","202508","30","158,000","110","1","개인","개인","2015","무학로 33","-","중개거래","서울 성동구","25.12.01"
"1272","서울특별시 성동구 하왕십리동","1066","1066","0000","텐즈힐(1단지)","84.9600","202508","30","189,000","101","12","개인","개인","2015","무학로 33","-","중개거래","경기 파주시, 서울 성동구","26.01.30"
"1273","서울특별시 성동구 하왕십리동","990","0990","0000","한신무학","62.4100","202508","30","93,500","2","7","개인","개인","1989","왕십리로31나길 22","-","중개거래","서울 성동구","25.11.27"
"1274","서울특별시 성동구 하왕십리동","1061","1061","0000","왕십리풍림아이원","59.9360","202508","30","116,000","103","2","개인","개인","2004","난계로 84","-","중개거래","서울 성동구","25.11.25"
"1275","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","84.9600","202508","30","195,000","110","4","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","25.11.19"
"1276","서울특별시 성동구 하왕십리동","1061","1061","0000","왕십리풍림아이원","84.4170","202508","30","130,000","105","9","개인","개인","2004","난계로 84","-","중개거래","서울 성동구","25.11.11"
"1277","서울특별시 성동구 송정동","90","0090","0000","건영","59.8300","202508","30","84,000","102","11","개인","개인","2000","동일로 263","-","중개거래","서울 성동구","25.10.31"
"1278","서울특별시 성동구 성수동2가","834","0834","0000","현대I-PARK","116.2200","202508","30","195,000","108","20","개인","개인","2003","성수이로 137","-","중개거래","서울 강남구, 서울 서초구","25.10.30"
"1279","서울특별시 성동구 성수동2가","834","0834","0000","현대I-PARK","104.5600","202508","30","197,000","107","9","개인","개인","2003","성수이로 137","-","중개거래","서울 성동구","26.02.04"
"1280","서울특별시 성동구 성수동1가","718","0718","0000","트리마제","84.8111","202508","30","450,000","103","27","개인","개인","2017","왕십리로 16","-","중개거래","서울 강남구","25.11.20"
"1281","서울특별시 성동구 성수동1가","13-157","0013","0157","뚝섬현대","84.2200","202508","30","120,000","-","1","개인","개인","1992","상원길 42","-","중개거래","서울 성동구","25.11.10"
"1282","서울특별시 성동구 옥수동","561","0561","0000","래미안 옥수 리버젠","84.8100","202508","30","253,000","112","16","개인","개인","2012","매봉길 15","-","중개거래","서울 성동구","25.12.10"
"1283","서울특별시 성동구 행당동","128","0128","0000","라체르보푸르지오써밋","84.7769","202508","30","253,000","-","22","개인","개인","2025","고산자로2길 71","-","중개거래","서울 성동구","-"
"1284","서울특별시 성동구 응봉동","98","0098","0000","금호현대","79.8000","202508","30","150,000","109","13","개인","개인","1990","독서당로 377","-","중개거래","서울 성동구","26.02.27"
"1285","서울특별시 성동구 하왕십리동","1058","1058","0000","극동미라주","59.4000","202508","30","106,800","102","19","개인","개인","2001","난계로 73","-","중개거래","서울 성동구","26.01.15"
"1286","서울특별시 성동구 행당동","344","0344","0000","신동아","59.9700","202508","30","104,500","8","3","개인","개인","1995","독서당로 441","-","중개거래","서울 성동구","25.12.11"
"1287","서울특별시 성동구 금호동3가","1662","1662","0000","금호한신","59.9900","202508","30","115,000","101","8","개인","개인","2005","금호산길 27","-","중개거래","서울 성동구","25.10.28"
"1288","서울특별시 성동구 금호동3가","1331","1331","0000","두산","59.9700","202508","30","120,000","107","1","개인","개인","1994","동호로 100","-","중개거래","서울 성동구","25.11.28"
"1289","서울특별시 성동구 하왕십리동","1058","1058","0000","극동미라주","114.6300","202508","30","130,000","101","13","개인","개인","2001","난계로 73","-","중개거래","서울 성동구","26.01.15"
"1290","서울특별시 성동구 금호동1가","633","0633","0000","벽산","84.8200","202508","30","160,000","207","10","개인","개인","2001","금호로 100","-","중개거래","서울 성동구","25.11.20"
"1291","서울특별시 성동구 금호동1가","633","0633","0000","벽산","114.5700","202508","30","146,000","111","3","개인","개인","2001","금호로 100","-","중개거래","서울 성동구","25.11.27"
"1292","서울특별시 성동구 금호동1가","1500","1500","0000","금호삼성래미안","59.9500","202508","29","123,000","302","3","개인","개인","2001","독서당로 343","-","중개거래","서울 성동구","26.02.27"
"1293","서울특별시 성동구 하왕십리동","1061","1061","0000","왕십리풍림아이원","59.9360","202508","29","115,000","108","3","개인","개인","2004","난계로 84","-","중개거래","서울 성동구","25.11.28"
"1294","서울특별시 성동구 용답동","253","0253","0000","청계SKVIEW","84.8124","202508","29","143,000","101","24","개인","개인","2025","천호대로 244","-","중개거래","서울 강동구, 서울 동대문구","25.10.17"
"1295","서울특별시 성동구 성수동2가","279-50","0279","0050","성수1차대우아파트","59.4900","202508","29","74,000","-","6","개인","개인","1999","동일로 143","20250919","중개거래","서울 성동구","-"
"1296","서울특별시 성동구 성수동2가","279-50","0279","0050","성수1차대우아파트","59.4900","202508","29","74,000","-","6","개인","개인","1999","동일로 143","-","중개거래","서울 성동구","25.09.30"
"1297","서울특별시 성동구 옥수동","60","0060","0000","풍림아이원","84.7670","202508","29","175,000","104","9","개인","개인","2004","뚝섬로 51","-","중개거래","경기 성남시 분당구, 서울 강남구","25.11.27"
"1298","서울특별시 성동구 옥수동","558","0558","0000","옥수이테크빌","84.3700","202508","29","104,000","-","9","개인","개인","2002","독서당로40길 27","-","중개거래","서울 성동구","26.04.28"
"1299","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","84.5100","202508","29","260,000","103","17","개인","개인","2016","매봉길 50","-","중개거래","서울 성동구","25.12.19"
"1300","서울특별시 성동구 응봉동","275","0275","0000","신동아","84.8100","202508","29","108,500","-","15","개인","개인","1996","독서당로 375","20250925","중개거래","서울 성동구","-"
"1301","서울특별시 성동구 응봉동","275","0275","0000","신동아","84.8100","202508","29","108,500","3","15","개인","개인","1996","독서당로 375","-","중개거래","서울 성동구","25.10.24"
"1302","서울특별시 성동구 금호동4가","1550","1550","0000","브라운스톤2차","84.9800","202508","29","168,000","201","14","개인","개인","2010","동호로 93","-","중개거래","서울 마포구, 서울 성동구","25.11.20"
"1303","서울특별시 성동구 행당동","380","0380","0000","서울숲리버뷰자이","84.9600","202508","29","233,500","104","3","개인","개인","2018","고산자로2길 65","-","중개거래","서울 성동구","26.03.06"
"1304","서울특별시 성동구 행당동","377","0377","0000","서울숲더샵","150.2000","202508","29","335,000","103","28","개인","개인","2014","왕십리로 241","-","중개거래","서울 성동구","25.10.20"
"1305","서울특별시 성동구 금호동1가","633","0633","0000","벽산","114.5700","202508","29","170,000","111","6","개인","개인","2001","금호로 100","-","중개거래","서울 성동구","25.10.30"
"1306","서울특별시 성동구 마장동","818","0818","0000","현대","59.9400","202508","29","94,000","104","10","개인","개인","1998","살곶이길 50","-","중개거래","서울 성동구","25.12.08"
"1307","서울특별시 성동구 하왕십리동","990","0990","0000","한신무학","75.2000","202508","29","103,000","1","14","개인","개인","1989","왕십리로31나길 22","-","중개거래","서울 성동구","25.11.21"
"1308","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","84.9900","202508","28","190,000","103","7","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","25.10.31"
"1309","서울특별시 성동구 금호동2가","1217","1217","0000","래미안하이리버","84.9800","202508","28","170,300","105","1","개인","개인","2012","금호로 107","-","중개거래","서울 성동구","25.10.20"
"1310","서울특별시 성동구 용답동","253","0253","0000","청계SKVIEW","59.8279","202508","28","98,000","101","31","개인","개인","2025","천호대로 244","-","직거래","-","25.09.22"
"1311","서울특별시 성동구 성수동2가","834","0834","0000","현대I-PARK","84.9800","202508","28","179,000","-","12","개인","개인","2003","성수이로 137","20251024","중개거래","서울 광진구, 서울 성동구","-"
"1312","서울특별시 성동구 응봉동","275","0275","0000","신동아","84.8100","202508","28","109,000","3","11","개인","개인","1996","독서당로 375","-","중개거래","서울 강남구, 서울 성동구","25.11.28"
"1313","서울특별시 성동구 하왕십리동","1052","1052","0000","금호베스트빌","114.9300","202508","28","108,500","104","3","개인","개인","2001","난계로 114-31","-","중개거래","서울 중구","26.01.26"
"1314","서울특별시 성동구 하왕십리동","1058","1058","0000","극동미라주","59.4000","202508","28","96,500","103","2","개인","개인","2001","난계로 73","-","중개거래","서울 서초구","25.10.24"
"1315","서울특별시 성동구 금호동4가","1507","1507","0000","브라운스톤금호","84.8380","202508","28","164,500","104","10","개인","개인","2007","매봉길 24","-","중개거래","서울 성동구","25.11.28"
"1316","서울특별시 성동구 행당동","346","0346","0000","행당한진타운","59.9600","202508","28","140,000","112","15","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","25.12.01"
"1317","서울특별시 성동구 성수동1가","706","0706","0000","쌍용","59.7600","202508","28","152,000","109","5","개인","개인","1997","상원길 63","-","중개거래","서울 성동구","25.12.29"
"1318","서울특별시 성동구 성수동2가","834","0834","0000","현대I-PARK","84.9800","202508","28","179,000","105","12","개인","개인","2003","성수이로 137","-","중개거래","서울 광진구, 서울 성동구","25.10.29"
"1319","서울특별시 성동구 응봉동","276","0276","0000","서울숲리버그린동아아파트","84.8300","202508","28","171,000","304","22","개인","개인","2003","고산자로4길 34","-","중개거래","서울 강남구, 서울 성동구","25.12.09"
"1320","서울특별시 성동구 응봉동","275","0275","0000","신동아","84.8100","202508","27","102,000","4","10","개인","개인","1996","독서당로 375","-","중개거래","서울 성동구","25.10.24"
"1321","서울특별시 성동구 하왕십리동","1066","1066","0000","텐즈힐(1단지)","84.9600","202508","27","190,000","-","7","개인","개인","2015","무학로 33","20250828","중개거래","서울 성동구","-"
"1322","서울특별시 성동구 하왕십리동","1066","1066","0000","텐즈힐(1단지)","84.9600","202508","27","190,000","-","7","개인","개인","2015","무학로 33","20251001","중개거래","서울 성동구","-"
"1323","서울특별시 성동구 응봉동","15","0015","0000","대림강변타운","59.7600","202508","27","134,500","110","10","개인","개인","2001","고산자로 160","-","중개거래","서울 성동구","25.11.04"
"1324","서울특별시 성동구 하왕십리동","1050","1050","0000","한진해모로","112.2600","202508","27","114,500","101","12","개인","개인","2001","왕십리로31길 20","-","중개거래","서울 성동구","25.10.02"
"1325","서울특별시 성동구 하왕십리동","1066","1066","0000","텐즈힐(1단지)","84.9600","202508","27","190,000","102","7","개인","개인","2015","무학로 33","-","중개거래","서울 성동구","26.01.14"
"1326","서울특별시 성동구 금호동3가","1331","1331","0000","두산","116.8100","202508","26","155,000","111","11","개인","법인","1994","동호로 100","-","중개거래","서울 성동구","25.09.30"
"1327","서울특별시 성동구 마장동","784","0784","0000","세림","72.8400","202508","26","113,900","-","12","개인","개인","1986","마장로42길 16","20250910","중개거래","서울 성동구","-"
"1328","서울특별시 성동구 마장동","784","0784","0000","세림","72.8400","202508","26","113,900","1","12","개인","개인","1986","마장로42길 16","-","중개거래","서울 성동구","25.11.07"
"1329","서울특별시 성동구 금호동3가","1331","1331","0000","두산","116.8100","202508","26","155,000","-","11","개인","법인","1994","동호로 100","20250930","중개거래","서울 성동구","-"
"1330","서울특별시 성동구 금호동3가","1331","1331","0000","두산","59.9700","202508","26","120,000","112","1","개인","개인","1994","동호로 100","-","중개거래","서울 성동구","25.12.04"
"1331","서울특별시 성동구 하왕십리동","1066","1066","0000","텐즈힐(1단지)","129.3400","202508","26","210,000","107","4","개인","개인","2015","무학로 33","-","중개거래","서울 성동구","25.12.05"
"1332","서울특별시 성동구 성수동2가","834","0834","0000","현대I-PARK","84.9800","202508","26","163,500","105","5","개인","개인","2003","성수이로 137","-","중개거래","서울 성동구","25.12.29"
"1333","서울특별시 성동구 행당동","346","0346","0000","행당한진타운","114.6200","202508","25","185,500","117","19","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","26.01.02"
"1334","서울특별시 성동구 금호동1가","633","0633","0000","벽산","84.8200","202508","25","148,000","206","7","개인","개인","2001","금호로 100","-","중개거래","서울 성동구","25.11.20"
"1335","서울특별시 성동구 행당동","347","0347","0000","대림e-편한세상","59.9600","202508","25","128,000","133","15","개인","개인","2000","행당로 79","-","중개거래","서울 성동구","25.11.10"
"1336","서울특별시 성동구 옥수동","561","0561","0000","래미안 옥수 리버젠","84.7300","202508","25","240,500","101","11","개인","개인","2012","매봉길 15","-","중개거래","서울 서초구, 서울 성동구","25.11.28"
"1337","서울특별시 성동구 옥수동","100","0100","0000","옥수하이츠","114.7800","202508","25","347,500","102","17","개인","개인","1998","한림말길 50","-","중개거래","서울 성동구","25.09.03"
"1338","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","59.8800","202508","24","216,000","112","8","개인","개인","2016","매봉길 50","-","중개거래","서울 성동구","25.12.10"
"1339","서울특별시 성동구 금호동4가","1507","1507","0000","브라운스톤금호","84.8380","202508","24","164,000","104","12","개인","개인","2007","매봉길 24","-","중개거래","서울 성동구","25.12.10"
"1340","서울특별시 성동구 금호동2가","1","0001","0000","신금호파크자이","59.9800","202508","23","178,000","104","13","개인","개인","2016","금호로 173","-","중개거래","서울 성동구","25.11.14"
"1341","서울특별시 성동구 금호동4가","1555","1555","0000","서울숲르씨엘","84.0492","202508","23","139,500","102","4","개인","개인","2023","독서당로46길 34","-","중개거래","서울 강남구, 서울 성동구","25.10.24"
"1342","서울특별시 성동구 행당동","347","0347","0000","대림e-편한세상","59.9600","202508","23","128,500","114","10","개인","개인","2000","행당로 79","-","중개거래","서울 성동구","25.11.14"
"1343","서울특별시 성동구 성수동1가","715","0715","0000","중앙하이츠빌","84.7215","202508","23","200,000","102","9","개인","개인","2003","상원길 47","-","중개거래","서울 광진구, 서울 성동구","26.01.30"
"1344","서울특별시 성동구 성수동1가","706","0706","0000","쌍용","84.7800","202508","23","177,500","104","23","개인","개인","1997","상원길 63","-","중개거래","서울 성동구","25.12.22"
"1345","서울특별시 성동구 성수동1가","705","0705","0000","우방","60.0000","202508","23","88,500","-","5","개인","개인","1997","상원길 75","-","중개거래","서울 성동구","25.10.28"
"1346","서울특별시 성동구 성수동1가","705","0705","0000","우방","60.0000","202508","23","94,500","-","9","개인","개인","1997","상원길 75","-","중개거래","서울 성동구","25.10.30"
"1347","서울특별시 성동구 성수동2가","286","0286","0000","성수우방2차아파트","59.8200","202508","23","92,000","-","16","개인","개인","1999","성수일로10길 3","-","중개거래","서울 성동구","26.01.12"
"1348","서울특별시 성동구 성수동2가","835","0835","0000","롯데캐슬파크","101.9950","202508","23","192,000","107","12","개인","개인","2003","성수일로8길 47","-","중개거래","서울 서초구, 서울 성동구","25.10.28"
"1349","서울특별시 성동구 성수동2가","835","0835","0000","롯데캐슬파크","101.9950","202508","23","209,000","107","23","개인","개인","2003","성수일로8길 47","-","중개거래","서울 성동구","25.12.19"
"1350","서울특별시 성동구 옥수동","561","0561","0000","래미안 옥수 리버젠","59.2500","202508","23","210,000","110","18","개인","개인","2012","매봉길 15","-","중개거래","서울 성동구","25.10.31"
"1351","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","59.8800","202508","23","208,000","106","7","개인","개인","2016","매봉길 50","-","중개거래","서울 성동구","25.10.22"
"1352","서울특별시 성동구 옥수동","561","0561","0000","래미안 옥수 리버젠","59.2500","202508","23","205,000","110","5","개인","개인","2012","매봉길 15","-","중개거래","서울 성동구","25.12.10"
"1353","서울특별시 성동구 옥수동","220-1","0220","0001","한남하이츠","101.0900","202508","23","299,800","8","4","개인","개인","1982","독서당로 156","-","중개거래","서울 성동구","25.11.27"
"1354","서울특별시 성동구 금호동3가","917","0917","0000","금호1차푸르지오","84.9200","202508","23","141,500","108","2","개인","개인","2005","금호산길 8","-","중개거래","서울 성동구","25.12.10"
"1355","서울특별시 성동구 금호동3가","700","0700","0000","금호자이2차","59.9663","202508","23","139,500","105","4","개인","개인","2012","금호산8길 14","-","중개거래","서울 성동구","25.11.27"
"1356","서울특별시 성동구 금호동1가","633","0633","0000","벽산","59.9000","202508","23","118,000","203","5","개인","개인","2001","금호로 100","-","중개거래","서울 성동구","25.11.14"
"1357","서울특별시 성동구 행당동","380","0380","0000","서울숲리버뷰자이","59.9700","202508","23","197,000","106","15","개인","개인","2018","고산자로2길 65","-","중개거래","서울 성동구","25.09.19"
"1358","서울특별시 성동구 행당동","344","0344","0000","신동아","59.9700","202508","23","100,300","7","4","개인","개인","1995","독서당로 441","-","중개거래","서울 성동구","25.11.28"
"1359","서울특별시 성동구 행당동","377","0377","0000","서울숲더샵","114.4000","202508","23","265,000","-","37","개인","개인","2014","왕십리로 241","20251013","중개거래","서울 성동구","-"
"1360","서울특별시 성동구 행당동","377","0377","0000","서울숲더샵","114.4000","202508","23","265,000","103","37","개인","개인","2014","왕십리로 241","-","중개거래","서울 성동구","26.02.27"
"1361","서울특별시 성동구 하왕십리동","1002","1002","0000","왕십리KCC스위첸","59.8510","202508","23","115,800","103","13","개인","개인","2016","무학봉길 35","-","중개거래","서울 성동구","25.10.17"
"1362","서울특별시 성동구 마장동","818","0818","0000","현대","59.9400","202508","23","92,300","104","23","개인","개인","1998","살곶이길 50","-","중개거래","서울 성동구","25.11.07"
"1363","서울특별시 성동구 금호동4가","235","0235","0000","서울숲2차푸르지오","59.8620","202508","23","182,500","-","14","개인","개인","2012","금호로 17","-","중개거래","서울 성동구","-"
"1364","서울특별시 성동구 성수동1가","718","0718","0000","트리마제","69.7244","202508","22","370,000","-","18","개인","개인","2017","왕십리로 16","20250917","중개거래","서울 강남구, 서울 성동구","-"
"1365","서울특별시 성동구 금호동3가","700","0700","0000","금호자이2차","59.9167","202508","22","139,000","-","13","개인","개인","2012","금호산8길 14","20251118","중개거래","서울 성동구","-"
"1366","서울특별시 성동구 성수동1가","676-5","0676","0005","서울숲성수현대","84.7300","202508","22","165,000","102","13","개인","개인","1990","서울숲길 25","-","중개거래","서울 성동구","25.11.06"
"1367","서울특별시 성동구 옥수동","436","0436","0000","극동그린","59.9000","202508","22","118,500","104","5","개인","개인","1997","독서당로 175","-","중개거래","서울 성동구","25.12.15"
"1368","서울특별시 성동구 성수동1가","718","0718","0000","트리마제","69.7244","202508","22","370,000","101","18","개인","개인","2017","왕십리로 16","-","중개거래","서울 강남구, 서울 성동구","26.02.27"
"1369","서울특별시 성동구 금호동3가","700","0700","0000","금호자이2차","59.9167","202508","22","141,500","105","13","개인","개인","2012","금호산8길 14","-","중개거래","서울 성동구","26.02.27"
"1370","서울특별시 성동구 행당동","345","0345","0000","두산","59.9400","202508","22","90,000","102","2","개인","개인","1997","고산자로14길 40","-","중개거래","서울 성동구, 서울 성북구","25.10.30"
"1371","서울특별시 성동구 금호동4가","800","0800","0000","대우","114.6000","202508","22","158,000","106","2","개인","개인","2001","독서당로 272","-","중개거래","서울 서초구, 서울 성동구","25.11.27"
"1372","서울특별시 성동구 하왕십리동","1061","1061","0000","왕십리풍림아이원","59.9360","202508","22","118,500","103","7","개인","개인","2004","난계로 84","-","중개거래","서울 성동구","25.10.24"
"1373","서울특별시 성동구 하왕십리동","1061","1061","0000","왕십리풍림아이원","114.9280","202508","22","135,000","109","9","개인","개인","2004","난계로 84","-","중개거래","서울 성동구","25.10.24"
"1374","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","84.9600","202508","22","209,000","118","3","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","25.11.27"
"1375","서울특별시 성동구 금호동3가","1331","1331","0000","두산","116.8100","202508","21","162,000","104","4","개인","개인","1994","동호로 100","-","중개거래","서울 성동구","26.01.27"
"1376","서울특별시 성동구 금호동1가","633","0633","0000","벽산","114.5700","202508","21","157,000","111","19","개인","개인","2001","금호로 100","-","중개거래","서울 성동구","25.11.28"
"1377","서울특별시 성동구 금호동3가","1331","1331","0000","두산","116.8100","202508","21","162,000","-","4","개인","개인","1994","동호로 100","20250903","중개거래","서울 성동구","-"
"1378","서울특별시 성동구 행당동","364","0364","0000","행당브라운스톤","59.2700","202508","21","124,500","101","6","개인","개인","2005","행당로 99","-","중개거래","서울 성동구","25.11.03"
"1379","서울특별시 성동구 하왕십리동","1052","1052","0000","금호베스트빌","59.7900","202508","21","85,000","106","12","개인","개인","2001","난계로 114-31","-","중개거래","서울 성동구","25.10.30"
"1380","서울특별시 성동구 금호동4가","1550","1550","0000","브라운스톤2차","84.9900","202508","21","153,500","201","11","개인","개인","2010","동호로 93","-","중개거래","서울 성동구, 서울 중랑구","25.11.28"
"1381","서울특별시 성동구 옥수동","560","0560","0000","옥수어울림","84.6230","202508","21","186,500","105","5","개인","개인","2011","독서당로40길 37","-","중개거래","서울 성동구","25.10.21"
"1382","서울특별시 성동구 도선동","69","0069","0000","삼성쉐르빌","84.9900","202508","21","100,000","103","8","개인","개인","2006","무학로6길 50","-","중개거래","서울 성동구","25.10.31"
"1383","서울특별시 성동구 도선동","69","0069","0000","삼성쉐르빌","84.7400","202508","21","105,000","102","15","개인","개인","2006","무학로6길 50","-","중개거래","서울 동대문구, 서울 성동구","25.11.14"
"1384","서울특별시 성동구 옥수동","4","0004","0000","현대","84.9000","202508","21","195,000","106","12","개인","개인","1990","독서당로40길 25","-","중개거래","서울 성동구","25.10.30"
"1385","서울특별시 성동구 옥수동","250","0250","0000","옥수삼성","59.7000","202508","21","166,500","103","9","개인","개인","1999","독서당로 218","-","중개거래","서울 성동구","25.11.05"
"1386","서울특별시 성동구 성수동1가","706","0706","0000","쌍용","84.7800","202508","21","174,000","107","11","개인","개인","1997","상원길 63","-","중개거래","서울 성동구","25.11.25"
"1387","서울특별시 성동구 상왕십리동","811","0811","0000","텐즈힐(2단지)","84.9200","202508","21","177,800","209","10","개인","개인","2014","마장로 137","-","중개거래","서울 성동구","25.10.22"
"1388","서울특별시 성동구 송정동","90","0090","0000","건영","84.9450","202508","21","94,000","101","20","개인","개인","2000","동일로 263","-","중개거래","서울 성동구","25.10.13"
"1389","서울특별시 성동구 하왕십리동","258","0258","0000","벽산","84.9400","202508","20","130,000","107","9","개인","개인","1996","무학로 50","-","중개거래","서울 관악구, 서울 성동구","25.11.14"
"1390","서울특별시 성동구 금호동4가","180","0180","0000","삼산금호","49.4900","202508","20","62,800","-","2","개인","개인","1975","금호로3길 10","-","중개거래","서울 성동구","25.08.29"
"1391","서울특별시 성동구 금호동3가","1331","1331","0000","두산","59.9700","202508","20","120,000","115","5","개인","개인","1994","동호로 100","-","중개거래","서울 성동구","25.12.19"
"1392","서울특별시 성동구 행당동","346","0346","0000","행당한진타운","114.6200","202508","20","166,500","121","3","개인","개인","2000","행당로 82","-","중개거래","서울 성동구","25.12.02"
"1393","서울특별시 성동구 성수동1가","685-700","0685","0700","아크로서울포레스트","164.5030","202508","20","800,000","B동","2","개인","개인","2020","왕십리로 83-21","-","중개거래","대구 수성구","26.03.25"
"1394","서울특별시 성동구 금호동4가","235","0235","0000","서울숲2차푸르지오","114.7710","202508","20","292,000","201","6","개인","개인","2012","금호로 17","-","중개거래","서울 성동구","25.12.15"
