"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-12-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 성동구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"38","서울특별시 성동구 응봉동","97","0097","0000","대림(2차)","59.9100","202312","18","82,300","103","6","-","-","1989","독서당로 431","-","중개거래","서울 성동구","24.02.16"
"39","서울특별시 성동구 행당동","349","0349","0000","서울숲 한신 더 휴","59.9100","202312","17","107,000","101","15","-","-","2003","고산자로 164","-","중개거래","서울 송파구","24.02.22"
"40","서울특별시 성동구 금호동4가","340","0340","0000","서울숲푸르지오","59.3900","202312","17","105,000","111","1","-","-","2007","금호로 15","-","중개거래","서울 성동구","24.03.15"
"41","서울특별시 성동구 하왕십리동","1052","1052","0000","금호베스트빌","59.7900","202312","16","76,000","106","9","-","-","2001","난계로 114-31","-","중개거래","서울 성동구, 서울 중구","24.04.05"
"42","서울특별시 성동구 금호동3가","917","0917","0000","금호1차푸르지오","59.9700","202312","16","96,000","105","11","-","-","2005","금호산길 8","-","중개거래","서울 성동구","24.02.05"
"43","서울특별시 성동구 금호동2가","1","0001","0000","신금호파크자이","59.9800","202312","16","123,000","109","6","-","-","2016","금호로 173","-","중개거래","서울 성동구","24.01.19"
"44","서울특별시 성동구 행당동","376","0376","0000","서울숲행당푸르지오","59.8100","202312","16","107,000","103","9","-","-","2011","고산자로 177","-","중개거래","서울 성동구","24.03.15"
"45","서울특별시 성동구 행당동","347","0347","0000","대림e-편한세상","114.9400","202312","16","145,500","132","6","-","-","2000","행당로 79","-","중개거래","서울 성동구","24.02.28"
"46","서울특별시 성동구 금호동4가","340","0340","0000","서울숲푸르지오","114.8000","202312","16","215,000","101","10","-","-","2007","금호로 15","-","중개거래","서울 강남구, 서울 성동구","24.02.15"
"47","서울특별시 성동구 금호동3가","917","0917","0000","금호1차푸르지오","59.9700","202312","15","96,000","-","11","-","-","2005","금호산길 8","20240206","중개거래","서울 성동구","-"
"48","서울특별시 성동구 하왕십리동","1052","1052","0000","금호베스트빌","84.9700","202312","15","90,000","105","6","-","-","2001","난계로 114-31","-","중개거래","서울 성동구, 서울 중구","24.04.29"
"49","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","84.9900","202312","14","164,000","118","24","-","-","2016","왕십리로 410","-","중개거래","서울 성동구","24.02.19"
"50","서울특별시 성동구 성수동1가","718","0718","0000","트리마제","84.8111","202312","13","315,000","104","20","-","-","2017","왕십리로 16","-","중개거래","서울 성동구","24.02.07"
"51","서울특별시 성동구 하왕십리동","990","0990","0000","한신무학","75.2000","202312","13","76,000","1","4","-","-","1989","왕십리로31나길 22","-","직거래","-","23.12.13"
"52","서울특별시 성동구 성수동1가","706","0706","0000","쌍용","59.7600","202312","13","117,000","105","5","-","-","1997","상원길 63","-","중개거래","서울 성동구","23.12.29"
"53","서울특별시 성동구 응봉동","276","0276","0000","서울숲리버그린동아아파트","84.8300","202312","12","140,000","304","23","-","-","2003","고산자로4길 34","-","중개거래","서울 성동구","24.03.11"
"54","서울특별시 성동구 금호동2가","1217","1217","0000","래미안하이리버","84.9900","202312","12","127,500","105","2","-","-","2012","금호로 107","-","중개거래","서울 성동구","24.02.02"
"55","서울특별시 성동구 옥수동","528-1","0528","0001","옥수파크힐스117동~125동","59.7700","202312","10","145,500","118","8","-","-","2016","매봉길 50","-","중개거래","서울 성동구","24.03.25"
"56","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","59.7800","202312","09","150,000","108","2","-","-","2016","매봉길 50","-","중개거래","서울 성동구","24.02.28"
"57","서울특별시 성동구 응봉동","275","0275","0000","신동아","59.9700","202312","09","71,500","1","6","-","-","1996","독서당로 375","-","중개거래","서울 성동구","24.04.19"
"58","서울특별시 성동구 행당동","344","0344","0000","신동아","59.9700","202312","09","74,500","8","10","-","-","1995","독서당로 441","-","중개거래","서울 성동구","24.01.29"
"59","서울특별시 성동구 옥수동","561","0561","0000","래미안 옥수 리버젠","59.2500","202312","09","141,000","111","12","-","-","2012","매봉길 15","-","중개거래","서울 성동구","24.02.15"
"60","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","84.9800","202312","09","170,000","129","23","-","-","2016","왕십리로 410","-","중개거래","서울 성동구","24.03.22"
"61","서울특별시 성동구 행당동","349","0349","0000","서울숲 한신 더 휴","84.9500","202312","09","128,000","102","20","-","-","2003","고산자로 164","-","중개거래","서울 성동구","24.04.01"
"62","서울특별시 성동구 행당동","147","0147","0000","서울숲삼부아파트","84.9300","202312","09","148,000","103","8","-","-","1998","왕십리로 280","-","중개거래","서울 성동구","24.01.29"
"63","서울특별시 성동구 금호동2가","500-7","0500","0007","상기","46.2800","202312","09","69,000","-","2","-","-","1976","금호산9가길 52","-","중개거래","서울 성동구","24.02.06"
"64","서울특별시 성동구 마장동","819","0819","0000","마장동중앙하이츠","60.0000","202312","08","83,000","101","8","-","-","1999","마장로 262","-","중개거래","서울 성동구","24.02.16"
"65","서울특별시 성동구 하왕십리동","258","0258","0000","벽산","84.9400","202312","08","90,000","107","2","-","-","1996","무학로 50","-","중개거래","서울 성동구","24.02.06"
"66","서울특별시 성동구 행당동","347","0347","0000","대림e-편한세상","84.8700","202312","07","110,000","118","10","-","-","2000","행당로 79","-","중개거래","서울 성동구","24.02.27"
"67","서울특별시 성동구 금호동1가","1500","1500","0000","금호삼성래미안","84.4500","202312","06","115,000","102","10","-","-","2001","독서당로 343","-","중개거래","서울 성동구","24.01.29"
"68","서울특별시 성동구 옥수동","250","0250","0000","옥수삼성","84.8220","202312","06","145,000","105","11","-","-","1999","독서당로 218","-","중개거래","서울 성동구","24.03.05"
"69","서울특별시 성동구 행당동","344","0344","0000","신동아","59.9700","202312","05","78,000","6","8","-","-","1995","독서당로 441","-","중개거래","서울 성동구","24.02.26"
"70","서울특별시 성동구 사근동","315","0315","0000","한양마이라움","17.9900","202312","05","16,400","-","3","-","-","2018","살곶이길 146","-","중개거래","서울 성동구","24.01.19"
"71","서울특별시 성동구 마장동","818","0818","0000","현대","59.9400","202312","05","79,500","104","26","-","-","1998","살곶이길 50","-","중개거래","서울 성동구","24.02.26"
"72","서울특별시 성동구 행당동","347","0347","0000","대림e-편한세상","114.9400","202312","04","128,000","122","5","-","-","2000","행당로 79","-","중개거래","서울 성동구","24.04.08"
"73","서울특별시 성동구 행당동","346","0346","0000","행당한진타운","84.7100","202312","04","120,000","105","23","-","-","2000","행당로 82","-","중개거래","서울 성동구","24.02.15"
"74","서울특별시 성동구 금호동4가","800","0800","0000","대우","84.7100","202312","04","115,000","105","7","-","-","2001","독서당로 272","-","중개거래","서울 성동구","24.02.15"
"75","서울특별시 성동구 금호동1가","1823","1823","0000","이편한세상금호파크힐스","59.9490","202312","02","127,000","114","4","-","-","2019","금호로 140","-","중개거래","서울 서초구, 서울 성동구","24.07.19"
"76","서울특별시 성동구 금호동4가","340","0340","0000","서울숲푸르지오","59.9900","202312","02","120,000","119","5","-","-","2007","금호로 15","-","중개거래","서울 성동구","24.02.06"
"77","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","84.9200","202312","02","185,000","103","10","-","-","2016","매봉길 50","-","중개거래","서울 성동구","24.02.19"
"78","서울특별시 성동구 하왕십리동","1061","1061","0000","왕십리풍림아이원","114.9280","202312","02","120,000","111","11","-","-","2004","난계로 84","-","중개거래","서울 성동구","24.01.30"
"79","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","59.8800","202312","01","148,000","-","8","-","-","2016","매봉길 50","20231213","중개거래","서울 성동구","-"
"80","서울특별시 성동구 홍익동","53","0053","0000","청계대주파크빌","84.9800","202312","01","72,000","101","1","-","-","2005","무학로12길 11","-","중개거래","서울 성동구","24.03.04"
"81","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","59.8800","202312","01","148,000","106","8","-","-","2016","매봉길 50","-","중개거래","서울 성동구","24.03.04"
"82","서울특별시 성동구 하왕십리동","1052","1052","0000","금호베스트빌","84.9700","202312","01","92,500","107","17","-","-","2001","난계로 114-31","-","중개거래","서울 성동구 서울 중구","24.01.19"
"83","서울특별시 성동구 행당동","346","0346","0000","행당한진타운","84.7100","202312","01","110,000","108","16","-","-","2000","행당로 82","-","중개거래","서울 성동구","24.01.31"
"84","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","59.8800","202311","30","150,000","113","12","-","-","2016","매봉길 50","-","중개거래","서울 마포구 서울 성동구","24.01.25"
"85","서울특별시 성동구 옥수동","250","0250","0000","옥수삼성","59.7000","202311","29","114,500","101","12","-","-","1999","독서당로 218","-","중개거래","서울 성동구","24.03.29"
"86","서울특별시 성동구 상왕십리동","811","0811","0000","텐즈힐(2단지)","84.9000","202311","28","142,000","203","23","-","-","2014","마장로 137","-","중개거래","서울 성동구","24.02.15"
"87","서울특별시 성동구 행당동","346","0346","0000","행당한진타운","59.9600","202311","28","99,300","104","18","-","-","2000","행당로 82","-","중개거래","서울 성동구","24.02.19"
"88","서울특별시 성동구 마장동","784","0784","0000","세림","40.8600","202311","28","70,400","4","4","-","-","1986","마장로42길 16","-","중개거래","서울 성동구","24.03.28"
"89","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","59.9100","202311","27","152,500","109","11","-","-","2016","매봉길 50","-","중개거래","서울 성동구","24.03.26"
"90","서울특별시 성동구 금호동1가","1823","1823","0000","이편한세상금호파크힐스","59.9490","202311","27","126,000","-","2","-","-","2019","금호로 140","20240105","중개거래","서울 성동구","-"
"91","서울특별시 성동구 금호동1가","1823","1823","0000","이편한세상금호파크힐스","59.9490","202311","27","126,000","116","2","-","-","2019","금호로 140","-","중개거래","서울 성동구","24.01.26"
"92","서울특별시 성동구 행당동","147","0147","0000","서울숲삼부아파트","122.0100","202311","27","168,000","104","7","-","-","1998","왕십리로 280","-","중개거래","서울 성동구","23.12.27"
"93","서울특별시 성동구 행당동","347","0347","0000","대림e-편한세상","114.9400","202311","26","134,000","125","6","-","-","2000","행당로 79","-","중개거래","서울 성동구","24.03.08"
"94","서울특별시 성동구 옥수동","561","0561","0000","래미안 옥수 리버젠","84.8100","202311","26","175,000","103","8","-","-","2012","매봉길 15","-","중개거래","서울 성동구 서울 용산구","23.12.28"
"95","서울특별시 성동구 옥수동","250","0250","0000","옥수삼성","59.7000","202311","26","119,000","103","7","-","-","1999","독서당로 218","-","중개거래","서울 성동구","24.02.13"
"96","서울특별시 성동구 성수동1가","704","0704","0000","한진타운","84.2100","202311","26","148,000","103","6","-","-","1994","뚝섬로 310","-","중개거래","서울 성동구 서울 성북구","23.12.04"
"97","서울특별시 성동구 행당동","347","0347","0000","대림e-편한세상","59.9600","202311","26","94,000","107","7","-","-","2000","행당로 79","-","중개거래","서울 성동구","24.03.08"
"98","서울특별시 성동구 금호동3가","1331","1331","0000","두산","84.9900","202311","25","112,000","110","15","-","-","1994","동호로 100","-","중개거래","서울 성동구","23.12.15"
"99","서울특별시 성동구 옥수동","220-1","0220","0001","한남하이츠","101.0900","202311","25","195,000","8","5","-","-","1982","독서당로 156","-","중개거래","서울 성동구","24.02.29"
"100","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","84.5100","202311","25","170,000","112","14","-","-","2016","매봉길 50","-","중개거래","서울 성동구","24.01.26"
"101","서울특별시 성동구 성수동2가","835","0835","0000","롯데캐슬파크","81.5670","202311","24","148,500","105","15","-","-","2003","성수일로8길 47","-","중개거래","서울 성동구","24.02.19"
"102","서울특별시 성동구 금호동1가","633","0633","0000","벽산","59.9000","202311","23","95,000","305","18","-","-","2001","금호로 100","-","중개거래","서울 성동구","24.02.13"
"103","서울특별시 성동구 금호동4가","800","0800","0000","대우","114.6000","202311","22","162,000","106","11","-","-","2001","독서당로 272","-","중개거래","서울 성동구","24.01.17"
"104","서울특별시 성동구 도선동","69","0069","0000","삼성쉐르빌","71.3400","202311","22","78,000","103","22","-","-","2006","무학로6길 50","-","중개거래","서울 성동구","24.01.12"
"105","서울특별시 성동구 송정동","90","0090","0000","건영","59.8300","202311","22","69,000","102","8","-","-","2000","동일로 263","-","중개거래","서울 성동구","24.02.29"
"106","서울특별시 성동구 옥수동","558","0558","0000","옥수이테크빌","84.3700","202311","22","98,000","-","5","-","-","2002","독서당로40길 27","-","중개거래","서울 성동구","24.01.22"
"107","서울특별시 성동구 행당동","147","0147","0000","서울숲삼부아파트","84.0900","202311","21","150,500","102","15","-","-","1998","왕십리로 280","-","중개거래","서울 성동구","24.02.14"
"108","서울특별시 성동구 행당동","349","0349","0000","서울숲 한신 더 휴","84.9500","202311","21","127,750","105","8","-","-","2003","고산자로 164","-","중개거래","서울 성동구","24.02.19"
"109","서울특별시 성동구 성수동2가","835","0835","0000","롯데캐슬파크","101.9950","202311","21","176,000","102","20","-","-","2003","성수일로8길 47","-","중개거래","서울 성동구","24.02.05"
"110","서울특별시 성동구 행당동","346","0346","0000","행당한진타운","59.9600","202311","21","99,800","103","7","-","-","2000","행당로 82","-","중개거래","서울 성동구","24.01.08"
"111","서울특별시 성동구 금호동4가","1553","1553","0000","힐스테이트서울숲리버","64.9500","202311","21","133,000","105","9","-","-","2018","독서당로 344","-","중개거래","서울 성동구","24.01.31"
"112","서울특별시 성동구 금호동2가","1217","1217","0000","래미안하이리버","84.9700","202311","21","156,500","106","15","-","-","2012","금호로 107","-","중개거래","서울 성동구","24.04.08"
"113","서울특별시 성동구 성수동2가","835","0835","0000","롯데캐슬파크","101.9950","202311","21","176,000","-","20","-","-","2003","성수일로8길 47","20231218","중개거래","서울 성동구","-"
"114","서울특별시 성동구 옥수동","528","0528","0000","옥수파크힐스101동~116동","84.3000","202311","20","185,000","115","16","-","-","2016","매봉길 50","-","중개거래","서울 성동구","24.01.10"
"115","서울특별시 성동구 송정동","90","0090","0000","건영","59.8300","202311","19","68,500","102","2","-","-","2000","동일로 263","-","중개거래","서울 성동구","24.01.16"
"116","서울특별시 성동구 응봉동","15","0015","0000","대림강변타운","59.7600","202311","18","96,500","104","4","-","-","2001","고산자로 160","-","중개거래","서울 성동구","24.03.15"
"117","서울특별시 성동구 금호동4가","800","0800","0000","대우","114.7100","202311","18","145,000","114","6","-","-","2001","독서당로 272","-","중개거래","서울 성동구","24.02.05"
"118","서울특별시 성동구 성수동1가","710","0710","0000","강변건영아파트","84.9410","202311","18","175,000","105","2","-","-","2002","왕십리로 36","-","중개거래","서울 성동구","24.02.07"
"119","서울특별시 성동구 금호동3가","917","0917","0000","금호1차푸르지오","59.9700","202311","18","99,000","105","6","-","-","2005","금호산길 8","-","중개거래","서울 성동구","24.01.26"
"120","서울특별시 성동구 마장동","784","0784","0000","세림","72.8400","202311","17","93,000","1","13","-","-","1986","마장로42길 16","-","직거래","-","24.03.28"
"121","서울특별시 성동구 금호동4가","340","0340","0000","서울숲푸르지오","59.9000","202311","16","125,500","108","3","-","-","2007","금호로 15","-","중개거래","서울 성동구","24.01.12"
"122","서울특별시 성동구 금호동1가","128-4","0128","0004","푸른마을(8차)","89.8000","202311","16","47,000","-","6","-","-","2002","행당로 31-35","-","직거래","-","23.12.12"
"123","서울특별시 성동구 금호동2가","1215","1215","0000","금호자이1차","84.9800","202311","16","124,000","104","3","-","-","2012","금호로 117","-","중개거래","서울 성동구","24.02.23"
"124","서울특별시 성동구 금호동4가","235","0235","0000","서울숲2차푸르지오","84.7760","202311","16","165,500","210","5","-","-","2012","금호로 17","-","중개거래","서울 성동구","24.01.12"
"125","서울특별시 성동구 성수동1가","656-421","0656","0421","신장미","53.8700","202311","15","137,000","마","3","-","-","1983","왕십리로 66-15","-","직거래","-","24.01.03"
"126","서울특별시 성동구 응봉동","98","0098","0000","금호현대","59.9100","202311","15","78,000","101","1","-","-","1990","독서당로 377","-","중개거래","서울 성동구","24.01.15"
"127","서울특별시 성동구 성수동1가","479-1","0479","0001","강변동양","84.5600","202311","15","243,000","-","1","-","-","2001","둘레길 21","20231124","중개거래","서울 성동구","-"
"128","서울특별시 성동구 성수동1가","479-1","0479","0001","강변동양","84.5600","202311","15","243,000","101","1","-","-","2001","둘레길 21","-","중개거래","서울 성동구","23.12.21"
"129","서울특별시 성동구 송정동","103","0103","0000","금호베스트빌","118.2660","202311","15","115,000","101","5","-","-","2002","광나루로 249","-","중개거래","서울 성동구","24.02.13"
"130","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","59.9300","202311","14","136,000","130","28","-","-","2016","왕십리로 410","-","중개거래","서울 광진구 서울 성동구","23.11.28"
"131","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","59.6600","202311","14","121,800","127","9","-","-","2016","왕십리로 410","-","중개거래","서울 성동구 서울 중구","24.01.15"
"132","서울특별시 성동구 옥수동","250","0250","0000","옥수삼성","114.6660","202311","13","165,000","104","2","-","-","1999","독서당로 218","-","중개거래","서울 성동구","23.11.24"
"133","서울특별시 성동구 금호동4가","340","0340","0000","서울숲푸르지오","114.5500","202311","13","205,000","103","4","-","-","2007","금호로 15","-","중개거래","서울 성동구","24.01.12"
"134","서울특별시 성동구 금호동1가","633","0633","0000","벽산","84.8200","202311","12","95,000","106","4","-","-","2001","금호로 100","-","중개거래","서울 성동구","23.11.29"
"135","서울특별시 성동구 옥수동","561","0561","0000","래미안 옥수 리버젠","59.2500","202311","11","137,000","103","6","-","-","2012","매봉길 15","-","중개거래","서울 성동구","24.01.10"
"136","서울특별시 성동구 상왕십리동","811","0811","0000","텐즈힐(2단지)","84.9000","202311","11","141,500","205","5","-","-","2014","마장로 137","-","중개거래","서울 성동구","23.12.22"
"137","서울특별시 성동구 행당동","345","0345","0000","두산","59.9400","202311","11","88,600","102","13","-","-","1997","고산자로14길 40","-","중개거래","서울 성동구","24.02.19"
"138","서울특별시 성동구 하왕십리동","258","0258","0000","벽산","114.4600","202311","11","69,300","102","3","-","-","1996","무학로 50","-","직거래","-","23.11.20"
"139","서울특별시 성동구 성수동1가","708","0708","0000","동아그린","112.0900","202311","10","139,000","101","10","-","-","1999","상원길 76","-","중개거래","서울 성동구","24.02.19"
"140","서울특별시 성동구 성수동1가","718","0718","0000","트리마제","84.8111","202311","09","310,000","104","15","-","-","2017","왕십리로 16","-","직거래","-","23.11.09"
"141","서울특별시 성동구 사근동","314","0314","0000","벽산","59.8400","202311","09","59,000","101","1","-","-","2000","살곶이길 176","-","중개거래","서울 성동구","24.01.02"
"142","서울특별시 성동구 송정동","97","0097","0000","양지쉐르빌아파트","59.0200","202311","09","59,000","-","7","-","-","2016","동일로 291","-","중개거래","서울 광진구 서울 성동구","24.01.15"
"143","서울특별시 성동구 하왕십리동","1061","1061","0000","왕십리풍림아이원","59.9360","202311","08","73,000","103","1","-","-","2004","난계로 84","-","중개거래","서울 중구","23.12.15"
"144","서울특별시 성동구 금호동3가","1331","1331","0000","두산","116.8100","202311","08","110,000","111","1","-","-","1994","동호로 100","-","중개거래","서울 성동구","24.02.21"
"145","서울특별시 성동구 성수동2가","834","0834","0000","현대I-PARK","84.9800","202311","08","137,000","111","6","-","-","2003","성수이로 137","-","중개거래","서울 성동구","24.01.25"
